abacavir
arcoxia
arestal
arganova
argentum
arginine
arginotri-b
aricept
aridol
arimidex
aripiprazole
aristolochia
arixtra
arkogelules
armisarte
arnica
arnicagel
arnicalme
arnican
arnigel
arolac
aromasine
aromasol
arphos
arsenicum
arsobal
art
artane
artelac
artemisia
artex
arthro-drainol
arthrocine
arthrodont
articadent
artinibsa
artirem
artisial
artiss
artotec
arum
arundo
arzerra
asarum
asasantine
ascabiol
asclepias
ascofer
ascorbate
asimina
asmabec
asmanex
asmasal
asmelor
asomix
asparagus
aspegic
asperula
aspirine
aspro
asproflash
atacand
atarax
atebemyxine
atenolol
atenolol/nifedipine
atepadene
atimos
atorvastatine
atosiban
atovaquone
atovaquone/proguanil
atracurium
atrax
atriance
atrican
atripla
atropine
atropinum
atrovent
aturgyl
atuxane
aubagio
augmentin
aureomycine
auricularum
aurigoutte
aurum
auxitrans
avadene
avamys
avandamet
avandia
avastin
avaxim
avena
avenoc
avibon
avlocardyl
avodart
avonex
axeler
axepim
azactam
azadose
azantac
azarga
azathioprine
azilect
azithromycine
azopt
azulene
azurite
azyter
azzalure
b.a.l.
bacicoline
bacilor
baclofene
bacterix
bactox
bactrim
bactroban
bactyl
badiaga
balsamorhinol
balsamum
balsofumine
balsolene
bambusa
baptisia
baraclude
baritekal
baryta
basdene
baseal
baumade
baume
bavencio
baypress
bcg-medac
beagyne
bebegel
becevitol
becilan
beclo
beclo-rhino
beclojet
beclomax
beclometasone
beclone
beclospin
beclospray
beconase
becotide
becozyme
bedelix
befizal
beflavine
belanette
belara
belaracontinu
belivair
belladonna
bellis
belustine
bemedrex
bemfola
benazepril
benazepril/hydrochlorothiazide
bendamustine
benefix
benemide
benepali
benerva
benlysta
benzathine
benzoicum
benzydamine
bepanthen
bepanthene
berberis
berinert
beriplast
berocca
beromun
besponsa
beta
betadine
betafact
betaferon
betagan
betahistine
betamethasone
betaselen
betaseptic
betaserc
betatop
betaxolol
betesil
betmiga
betnesol
betneval
betoptic
betula
bevitine
bexsero
bi-missilor
bi-qui-nol
biafine
biafineact
bicaflac
bicalutamide
bicarbonate
bicavera
bicirkan
bicnu
bifluorid
bigonist
bilaska
biltricide
bimatoprost
binocrit
biocadextro
biocalyptol
biocarde
biocidan
biocoversyl
biodalgic
biogaze
biomag
bionolyte
biopeg
biorgasept
biotine
biotone
bioxyol
bipenicilline
biperidys
biperidysflash
biphozyl
bipreterax
biprofenid
birodogyl
biseptine
biseptinescrub
biseptinespraid
bismuth
bismuthum
bisoce
bisolvomycine
bisolvon
bisoprolol
bisoprolol/hydrochlorothiazide
blackoids
bleomycine
blincyto
blissel
bocouture
boldo
boldoflorine
bolinan
bondronat
bontefel
bonviva
boostrixtetra
borax
borax/acide
boribel
boripharm
bortezomib
bosentan
bosulif
botox
bovista
breakyl
brevibloc
brexin
briazide
bricanyl
bridion
briem
brilique
brilivo
brimonidine
brintellix
brinzolamide
bristopen
briviact
bromazepam
bromhydrate
bromocriptine
bromum
broncalene
broncathiol
bronchitol
bronchodermine
bronchodual
bronchokod
bronchorectine
broncoclar
bronkirex
brufen
brulex
bryonia
buccobet
buccolam
buccosoin
budenofalk
budesonide
bupivacaine
buprenorphine
burinex
busilvex
buspirone
busulfan
butix
buxus
bydureon
byetta
ca-dtpa
cabergoline
cabometyx
cacao
cacit
cactus
cadens
caditar
cadmium
caduet
caelyx
cafeine
caladium
calcarea
calcibronat
calcidia
calcidose
calciforte
calcigaurol
calciparine
calciprat
calcitonine
calcium
calcium/vitamine
calcos
caldevita
caldine
calendoron
calendula
calmixene
calotropis
calperos
calprimum
calsyn
caltrate
calyptol
camilia
camiline
camphrice
campral
campto
cancidas
candesartan
candesartan/hydrochlorothiazide
canol
cantabiline
cantalene
capecitabine
caprelsa
capsicum
capsion
captea
captopril
captopril/hydrochlorothiazide
carbactive
carbaglu
carbamazepine
carbidopa
carbo
carbocaine
carbocisteine
carbolevure
carbolicum
carbomix
carbophos
carboplatine
carbosylane
carbosymag
cardensiel
cardiocalm
cardiocor
cardiolite.
cardiomibi
cardioxane
carduus
carlin
carlytene
carmyne
carominthe
carpilo
carteabak
carteol
cartrex
carupi
carvedilol
caryolysine
cascara
casenlax
casodex
caspofungine
catacol
catapressan
catarstat
caulophyllum
causticum
caustinerf
caverject
caverjectdual
cayston
ceanothus
cebemyxine
cebesine
cebutid
cedron
cefacet
cefaclor
cefadroxil
cefalexine
cefaline
cefalotine
cefamandole
cefatrizine
cefazoline
cefepime
cefixime
cefotaxime
cefoxitine
cefpodoxime
cefradine
cefrom
ceftazidime
ceftriaxone
cefuroxime
celebrex
celecoxib
celectol
celestamine
celestene
celiprolol
cellcept
celltop
celluvisc
celocurine
celsentri
celvapan
cemaflavone
cencaran
cepazine
cephyl
ceplene
ceporexine
cerazette
cerdelga
cerestab
ceretec
cerezyme
ceris
cernevit
certican
cerubidine
cerulyse
cervageme
cervarix
cervoxan
cetavlex
cetavlon
cetinor
cetirigen
cetirizine
cetornan
cetraria
cetraxal
cetrotide
chamomilla
champix
charbenzo
charbon
chelatran
chelidonium
chibro
chibro-proscar
chibroxine
chimaphila
china
chininum
chionanthus
chirocane
chloralum
chloraminophene
chloraprep
chlorhexidine
chlorhydrate
chlormadinone
chlorobutanol
chlorumagene
chlorure
chlorydrate
cholecalciferol
cholediam
choleodoron
cholestagel
cholib
cholurso
chondrosulf
chophytol
chromate
chronadalate
chrono
chrono-indocid
cialis
cibacene
cibadrex
ciblor
cicaderma
cicapanthen
cicatryl
cicletanine
ciclopirox
cidermex
ciella
ciflox
cilastatine
cilazapril
cilest
ciloxadex
ciloxan
cimetidine
cimipax
cimzia
cina
cineraria
cinnabaris
cinnamomum
cinqaero
cinryze
cipralan
ciprofibrate
ciprofloxacine
circadin
cirkan
cisatracurium
cisnaf
cisplatine
citalopram
citicoline
citrafleet
citrate
citrus
civigel
clairyg
clamoxyl
claradol
claramid
clareal
clarelux
clariscan
clarithromycine
clarityne
clarix
clastoban
claventin
clematis
cleridium
cleviprex
climara
climaston
climaxol
climene
climodiene
clindafluid
clindamycine
clinimix
clinoleic
clinomel
cliptol
clobex
clomid
clomipramine
clopidogrel
clopixol
clorotekal
clottafact
cloxacilline
clozapine
coaprovel
cobalt
cocculine
cocculus
cochlearia
cocrisarters
codedrill
codenfan
codoliprane
codotussyl
coffea
cokenzen
colchicine
colchicum
colchimax
colimycine
colistimethate
collinsonia
collu
colludol
collunovar
collyre
colobreathe
colocynthis
colofoam
colokit
colopeg
colopriv
colposeptine
colpotrophine
colprone
colthiozid
coltramyl
combantrin
combigan
combivent
combivir
combodart
cometriq
compensal
competact
compralfene
compralgyl
comtan
concerta
conditionnement
condurango
condyline
conebilox
confidex
conium
conjonctyl
contalax
contracne
contral
contramal
contrathion
contre-coups
convallaria
convuline
coolmetec
copaxone
copegus
coquelusedal
coramine
corbilta
corbionax
cordarone
cordipatch
corgard
coricide
corotrope
correctol
corsodyl
cortancyl
cortapaisyl
cortexan
cortiment
cortisal
cortisedermyl
corvasal
coryzalia
cosentyx
cosimprel
cosmegen
cosopt
cotareg
cotellic
coteoula
coteveten
cotriatec
cotrimoxazole
coumadine
covatine
coveram
coversyl
cozaar
crataegus
crazoluc
creme
creon
cresemba
cresophene
crestor
crifene
crinone
crisarters
cristal
crixivan
cromabak
cromadoses
cromedil
cromofree
cromoglicate
cromolux
cromoptic
cromorhinol
croton
cubicin
cuivre
cuivre-or-argent
cupressus
cuprum
curacne
curaspotaqua
curethyl
curoplus
curosurf
cutacnyl
cuterpes
cutisan
cyanocobalamine
cyanokit
cycladol
cyclamen
cyclo
cyclophosphamide
cymbalta
cymevan
cynara
cynomel
cypripedium
cypropharm
cyproterone
cyramza
cyrdanax
cystadane
cystagon
cystichol
cystine
cytarabine
cyteal
cytotec
d.t.coq.
dacarbazine
dacogen
dacryoserum
dacryum
dacudoses
dafalgan
dafalganhop
daflon
daily
daivobet
daivonex
dakin
daklinza
daktarin
dalacine
damiana
danatrol
dantrium
daonil
daptomycine
darzalex
dasselta
datscan
daunoxome
debricalm
debridat
debrumyl
decalogiflox
decan
decapeptyl
decontractyl
dectancyl
dedrogyl
defanyl
defiltran
defitelio
deflamol
delidose
deliproct
delprim
deltazen
deltazine
deltyba
delursan
densical
dentex
dentobaume
depakine
depakote
depamide
depo
depo-medrol
depo-prodasone
depocyte
deprenyl
depuratum
derinox
dermacide
dermazol
dermestril
dermirex
dermo
dermo-6
dermobacter
dermocuivre
dermofenac
dermophil
dermorelle
dermoval
deroxat
descovy
desferal
desintex
desloratadine
desobel
desocort
desogestrel
desogestrel/ethinylestradiol
desomedine
desopop
desowen
detensiel
deticene
detrusitol
deturgylone
dexafree
dexambutol
dexamethasone
dexatopia
dexdor
dexef
dexeryl
dexerylcare
dexpanthenol
dextrion
dextrocidine
dextromethorphane
dextussil
di-hydan
diabamyl
diabene
diacereine
diacomit
diactane
diafuryl
diafusor
dialyse
diamicron
diamox
diane
dianeal
diaralia
diaretyl
diarfix
diaseptyl
diastabol
diastrolib
diazem
diazepam
dicetel
dicloabak
dicloced
diclofenac
dicodin
dicynone
didronel
diergospray
differine
diffu
diffu-k
dificlir
difrarel
diftavax
digedryl
digestodoron
digidot
digitalis
digoxine
dihydroergotamine
dilantin
dilatrane
dilrene
diltiazem
diluant
dimegan
dimetane
dinacode
dio
dioscorea
diosmectite
diosmine
diovenor
dipentum
dipeptiven
dipiperon
diprivan
diprolene
diprosalic
diprosept
diprosone
diprostene
discotrine
dissolvurol
distilbene
disulone
ditropan
divarius
divina
dobutamine
docefrez
docetaxel
dodecavit
dogmatil
dolenio
dolgit
doli
doliallergie
dolichos
doliprane
dolipranecaps
dolipraneliquiz
dolipraneorodoz
dolipranetabs
dolipranevitaminec
dolirhume
dolirhumepro
dolko
dolodent
dolosoft
dolospasmyl
dolstic
domperidone
donepezil
donormyl
dopaceptin
dopacis
dopamine
dopaview
dopergine
dopram
doribax
dormicalm
dorzolamide
dorzolamide/timolol
dosiseptine
dosoxygenee
dostinex
dotarem
doxazosine
doxium
doxorubicine
doxy
doxycycline
doxygram
doxylamine
doxylis
doxypalu
dragees
draxmibi
drill
driptane
droleptan
droperidol
drosera
drosetux
drospibel
drospirenone
drytec
dtvax
dualkopt
duavive
dukoral
dulcamara
dulcilarmes
dulciphak
dulcolax
duloxetine
duodopa
duofilm
duoplavin
duoresp
duotrav
duova
duphalac
duphaston
dupixent
duraphat
durogesic
duspatalin
dutasteride
dymista
dynamisan
dynastat
dynepo
dynexan
dynexangival
dysalfa
dyspagon
dysport
ebachoi
ebarren
ebastine
ebilfumin
ebixa
ebonde
ebontan
ebouda
ecalta
ecazide
echinacea
eclaran
ecobec
econazole
ecovitamine
edetate
edex
edicis
ediston
edluar
eductyl
edurant
efavirenz
efdege
efezial
effacne
effala
effederm
effentora
efferalgan
efferalganmed
effexor
efficort
effilevo
effilevocontinu
effiprev
effizinc
effortil
efient
efudix
egaten
egery
egystol
elaprase
elase
elavil
eldisine
eletriptan
elevit
elgydium
eligard
eliquis
elisor
ellaone
elmiron
elocta
elonva
eloxatine
elsep
eludril
eludrilperio
eludrilpro
elumatic
elusanes
elvorine
emapant
emend
emerade
emla
emlapatch
emtricitabine
emtriva
enalapril
enalapril/hydrochlorothiazide
enantone
enantyum
enbrel
encepur
endhometrol
endosta
endotelon
endotine
endoxan
engerix
enoxaparine
enoxor
enstilar
entacapone
entecavir
entecet
entocort
entonox
entresto
entyvio
envarsus
enzymicine
eosine
epclusa
ephedrine
ephydion
epiduo
epinitril
epipen
epirubicine
epitomax
epitopic
epivir
eplerenone
eplererone
epoprostenol
eporatio
eprex
eptavit
eptifibatide
equanil
equisetum
erapyl
erazaban
erbitux
ercefuryl
ercestop
erelzi
ergix
erigeron
erivedge
erwinase
ery
eryacne
eryfluid
erylik
erysimum
erythedermyl
erythrocine
erythrogel
erythromycine
esberiven
esbriet
eschscholtzia
escitalopram
esidrex
eskazole
esmeron
esmocard
esmya
esocifar
esomeprazole
esperal
essence
esters
estima
estracyt
estraderm
estrapatch
estreva
estring
estrofem
etain
ether
ethinylestradiol
ethinylestradiol/drospirenone
ethinyloestradiol
ethyol
etilefrine
etioven
etomidate
etopophos
etoposide
etoricoxib
eucalcic
eucalyptine
eucalyptus
eucaryl
eucreas
eudion
eulexine
eupantol
eupatorium
euphon
euphonyll
euphrasia
euphylline
euphypertuis
euphytose
eupressyl
eurartesim
eurax
euraxsepti
eurelix
eurobiol
euronac
euthyral
euvanol
evanecia
evapause
evarrest
evepar
evicel
eviplera
evista
evoltra
evra
exacor
exacyl
excedrinil
exediem
exelon
exemestane
exforge
exjade
exocine
exomuc
exotoux
extavia
extencilline
extovyl
extranase
extraneal
exubera
exviera
eylea
ezetimibe
ezetrol
fabrazyme
factane
fagopyrum
famenpax
famotidine
fampyra
fansidar
fareston
farlutal
farmorubicine
farydak
fasigyne
faslodex
fastenyl
fasturtec
favirab
fazol
fegenor
feiba
feldene
felixita
felodipine
femadexil
femara
femelis
femsept
femseptcombi
femseptevo
fenofibrate
fentanyl
fenugrene
fenyve
ferinject
fero
fero-grad
ferriprox
ferrisat
ferrostrane
ferrum
fertifol
fertistartkit
fervex
feuille
fexofenadine
fiasp
fibrogammin
fibrovein
filtracis
finacea
finasteride
finhair
firazyr
firdapse
firmagon
fivasa
fixical
fixorinox
flagentyl
flagyl
flammacerium
flammazine
flanid
flavan
flebogamma
flecaine
flecainide
flecaine
flecainide
flector
flectoreffigel
flectortissugelep
fleetphosphosoda
flemoxine
fletagex
flexbumin
flexea
flisint
flixabi
flixonase
flixotide
flixovate
flodil
flogencyl
flolan
floralac
florgynal
floxyfral
fluanxol
fluarix
fluarixtetra
flucalyptol
flucis
flucon
fluconazole
flucortac
fludara
fludarabine
fludesoxyglucose
fludesoxyglucose-(18f)
fludex
fluditec
fluenz
fluidabak
fluimucil
fluisedal
flumazenil
fluocal
fluocaril
fluocyne
fluodontyl
fluogel
fluor
fluoresceine
fluorex
fluoricum
fluorochol
fluorocholine
fluorouracile
fluorure
fluoselgine
fluosterol
fluoxetine
flustimex
flutamide
fluticasone
flutiform
fluvastatine
fluvermal
fluvirine
fluvoxamine
focetria
foenum
folinate
folinoral
fomepizole
fonapim
foncitril
fongamil
fongarex
fongileine
fonlipol
fonx
foradil
forene
forlax
forlaxlib
formicum
formoair
formocarbine
formodual
formoterol
forsteo
fortigel
fortrans
fortum
fortumset
fortzaar
forxiga
fosamax
fosatrol
fosavance
foscan
foscavir
fosfocine
fosfomycine
fosfopharm
fosinopril
fosinopril/hydrochlorothiazide
fosrenol
fostimon
fostimonkit
fostrofemge
foziretic
fozitec
fractal
fraction
fragaria
fragmine
frakidex
framyxone
fraxinus
fraxiparine
fraxodi
frovatriptan
fructines
fucidine
fucithalmic
fucus
fumafer
fumaria
fungizone
fungster
furadantine
furadoine
furosemide
fusidate
fuzeon
fycompa
fyremadel
gabacet
gabapentine
gabitril
gadovist
galactogil
galafold
galantamine
galium
galvus
gamma-oh
gammagard
gammanorm
gammatetanos
ganciclovir
ganfort
ganirelix
gaoptol
gaosedal
gardasil
gardenal
gastrocynesine
gastrografine
gastropax
gastropulgite
gastrowell
gaviscon
gavisconell
gavisconpro
gazyvaro
gcform
gelaspan
geldene
geldolor
gelistrol
gelofusine
gelopectose
gelox
gelsemium
geltim
gelucystine
gelufene
geluprane
gelutrophyl
gemcirena
gemcitabine
gemzar
genac
geneserine
genista
genotonorm
gentalline
gentamicine
gentiana
genvoya
geranium
gestodene
gestodene-ethinylestradiol
gestodene/ethinylestradiol
gevatran
gilenya
ginkgo
ginkogink
ginkor
ginseng
giotrif
givalex
glechoma
gliadel
glibenclamide
glibenese
gliclazide
glimepiride
gliolan
glipizide
glivec
globulines
glonoinum
glossithiase
glucagen
glucantime
glucidion
gluconate
glucophage
glucor
glucosamine
glucose
glucotep
glucotrace
glucovance
gluscan
glutril
glycerinum
glycerol
glycerol/vaseline/paraffine
glyco-thymoline
glydium
glypressine
gomenol
gomenoleo
gonadotrophine
gonal
gonal-f
gonapeptyl
gouttes
grafalon
grains
granions
granisetron
granocyte
granpidam
granudoxy
granupas
graphites
grastofil
grazax
grinazole
grindelia
gripguard
grisefuline
guaiacum
guethural
guronsan
gutron
gydrelle
gymiso
gynergene
gyno
gynofostrome
gynomyk
gynoplix
gynopura
haemopressin
halaven
haldol
halfan
halothane
hamamelis
harmonet
harpagophytum
harvoni
havlane
havrix
haxifal
hbvaxpro
heafusine
hec
hedera
hegor
helianthus
helicidine
helicobacter
helikit
helixate
helleborus
helmintox
hemagene
hemangiol
hemi
hemi-daonil
hemigoxine
hemoclar
hemoleven
hemosol
hepadial
hepanephrol
hepargitol
heparine
hepatate
hepato-drainol
hepatoum
hepsera
hept
heptaminol
heracleum
herbesan
herbion
herceptin
herpesedermyl
hexabrix
hexalyse
hexamidine
hexapneumine
hexaquine
hexarhume
hexaseptine
hexaspray
hexastat
hexatrione
hexetidine
hexomedine
hextril
hexvix
hexyon
hibidil
hibiscrub
hibitane
hiconcil
hidonac
hirobriz
hirucreme
histaminum
histapaisyl
histofluine
hivid
hizentra
holgyeme
holoclar
holoxan
homeoaftyl
homeocyst
homeodigeo
homeodrain
homeogene
homeomunyl
homeonormyl
homeoplasmine
homeoptic
homeoquintyl
homeoregul
homeorub
homeoryl
homeotonyl
hospasol145
hospasol167
houriex
huile
humalog
humex
humexlib
humira
humoxal
humulus
huvanof
hyalgan
hycamtin
hydergine
hydracort
hydraperf
hydrastis
hydrea
hydrochlorothiazide
hydrochlorotiazide
hydroclonazone
hydrocortancyl
hydrocortisone
hydrocotyle
hydrosol
hydroxyzine
hyoscyamus
hyperamine
hyperhes
hypericum
hyperium
hypnomidate
hypnovel
hyqvia
hytacand
hytrine
hyzaar
iasocholine
iasodopa
iasoflu
iasoglio
iasotoc
iberis
iblias
ibrance
ibufetum
ibupradoll
ibuprofene
ibutabs
ibutop
icandra
icaz
iceca
iclusig
idarac
idarubicine
idelvion
ideolaxyl
ideos
iduviran
iffeza
ifirmacombi
ifirmasta
ifosfamide
ig
ignatia
ikaran
ikervis
ikorel
ilaris
ilomedine
iluvien
imatinib
imbruvica
imeth
imigrane
imiject
imipenem
imipenem/cilastatine
imizine
immucyst
immugrip
immunoglobuline
imnovid
imodium
imodiumcaps
imodiumduo
imodiumlingual
imodiumliquicaps
imogam
imonogas
imoseptyl
imovane
imovax
importal
imukin
imurel
incivo
increlex
incruse
indapamide
indiaral
indobiotic
indocid
indocollyre
inductos
inegy
ineurope
inexium
infanrix
infanrixquinta
infanrixtetra
inflectra
influenzinum
influvac
infracyanine
inipepsia
inipomp
inlyta
innohep
innovair
inofer
inomax
inongan
inorial
inotyol
inovelon
inspra
instanyl
instillagel
insulatard
insuman
insuplant
intanza
integrilin
intelence
intercron
intercyton
intetrix
intrait
intralgis
intralipide
introna
intuniv
invanz
invega
invirase
invokana
iobenguane
iodence
iodum
iodure
iodure(123i)
iomeron
ionitan
ionoven
ionsys
iopamigita
iopamiron
iopidine
ipeca
iperten
ipraalox
ipratrogen
ipratropium
irbesartan
irbesartan/hydrochlorothiazide
iressa
irinotecan
iris
irrisedermyl
isentress
isepalline
isimig
iskedyl
isobar
isocard
isodril
isoflurane
isofundine
isoniazide
isopedia
isoprinosine
isoptine
isopto
isopto-homatropine
isorythm
isosorbide
isotretinoine
isovol
isudrine
isuprel
itax
item
itraconazole
ivelip
ivemend
ivepaque
ivermectine
iverscal
ivhebex
ixel
ixiaro
ixprim
izalgi
izba
izeane
izilox
izinova
jaborandi
jakavi
jalra
jamylene
janumet
januvia
jardiance
jasmine
jasminelle
jasminellecontinu
javlor
jaydess
jentadueto
jetrea
jevtana
jext
jinarc
josacine
josir
jouvence
juglans
junimin
juniperus
justor
kabiven
kadcyla
kaleorid
kaletra
kalinox
kalium
kalmia
kaloba
kalydeco
kamiapen
kaneuron
kanokad
kanuma
kaobrol
kaologeais
kaomuth
karayal
kardegic
karnodyl
kayexalate
keal
keforal
kelocyanor
kenacort
kendix
kengrexal
kenzen
kepivance
keppra
kerafilm
kerlone
kestin
kestinlyo
ketamine
ketek
ketesse
ketoconazole
ketoderm
ketoprofene
ketoprofene/omeprazole
ketosteril
ketotifene
ketrel
ketum
keytruda
kidrolase
kineret
kinox
kinurea
kinurea-h
kiovig
kipos
kiravem
kivexa
klean
klean-prep
kliogest
klipal
kogenate
kolbam
komboglyze
korec
koretic
kotepharm
kovaltry
kredex
krenosin
kryptoscan
kuvan
kyno
kyprolis
kytril
l
l-thyroxine
l107
lacrifluid
lacrigel
lacrinorm
lacryvisc
lacteol
lacticum
lactinette
lactulose
laevolac
lamaline
lamicstart
lamictal
lamiderm
lamisil
lamisilate
lamisildermgel
lamium
lamivudine
lamivudine/zidovudine
lamotrigine
lamprene
langoran
lansoprazole
lansoyl
lantus
lanvis
lanzoprazole
lanzor
lapis
lappa
largactil
lariam
larmabak
larmes
laroscorbine
laroxyl
lasilix
latanoprost
latanoprost/timolol
latuda
laurocerasus
lavandula
laventair
laxaron
lectil
ledaga
lederfoline
ledermycine
ledertrexate
ledum
leeloo
leflunomide
legalon
lemtrada
lenitral
lenoxe
lenvima
leponex
lepticur
leptoprol
lercan
lercanidipine
lercapress
lergypax
lescol
letrozole
leucodinine
leukoscan
leustatine
levact
levemir
levetiracetam
levidcen
levitra
levobupivacaine
levocarnil
levocarnil
levocarnitine
levocetirizine
levodopa
levofloxacine
levofolinate
levofree
levonorgestrel
levophta
levosolo
levothyrox
levothyroxine
levotonine
levulose
lexomil
lhrh
librax
lidene
lidocaine
lidrian
lierre
likozam
lilium
lincocine
lindilane
linezolide
lioresal
lipanor
lipanthyl
lipiclair
lipidem
lipiodol
lipirex
lipofeine
liposic
liptruzet
lipur
lisinopril
lisvy
litak
lithioderm
lithium
livial
lixiana
lobamine
lobelia
locabiotal
locacid
localone
locapred
locatop
loceryl
locerylpro
locoid
lodales
lodine
lodoz
logiflox
logimax
logirene
logroton
lojuxta
lomexin
lomudal
lomusol
lonicera
lonoten
lonsurf
loperamide
lopressor
lopril
loramyc
loratadine
lorazepam
lormetazepam
losartan
lovapharm
lovavulo
lovenox
loxapac
loxen
lubentyl
lucentis
ludeal
ludiomil
lumalia
lumbalgine
lumigan
lumirelax
lumirem
lutathera
lutenyl
luteran
lutrelef
luveris
lycopodium
lycopus
lymecycline
lynparza
lyo
lyrica
lysanxia
lyso
lysocline
lysodren
lysopaine
lytos
m-m-rvaxpro
maalox
mabcampath
mabelio
mabthera
macrogol
macrosalb
macugen
madecassol
mag
maginjectable
magne
magnegita
magnesia
magnesie
magnesium
magnesium/vitamine
magnespasmyl
magnevie
magnevist
magnogene
malarone
malocide
maltofer
manganese
manganese-cobalt
manganese-cuivre
manganese-cuivre-cobalt
manganum
manidipine
mannitol
mantadix
marga
marsilid
matrifen
maxair
maxalt
maxaltlyo
maxidex
maxidrol
maxilase
mebeverine
mecir
mectizan
medialipide
mediatensyl
medibronc
mediflor
medikinet
mediveine
mednutriflex
medrol
medronate
megace
megamag
megamagnesia
megamylase
mekinist
meladinine
melaxib
melaxose
meldaspin
meliane
melilotus
melissa
melodia
meloxicam
memantine
menaelle
menaelle$
mencevax
meningitec
menjugate
menjugatekit
menjugatekit10
menopur
menorest
menotrophine
menveo
menyanthes
mepacyl
mepivacaine
meprobamate
mepronizine
mercalm
mercilon
mercryl
mercrylspray
mercur
mercurius
meronem
meropenem
mesna
mesocaine
mesoltene
mestacine
mestinon
metalyse
metaspirine
metastron
metatrace
meteospasmyl
meteoxane
metformine
methadone
methergin
methotrexate
methylprednisolone
metocalcium
metoclopramide
metoject
metopirone
metoprolol
metrocol
metrogene
metronidazole
metvixia
metyrapone
mexiletine
mezavant
mezereum
miacalcic
mianserine
mibg
mibitec
micardis
micardisplus
microdoine
microlax
micropakine
micropaque
microtrast
microval
midazolam
mifegyne
miffee
miflasone
miflonil
migard
miglustat
migpriv
migralgine
mikelan
mikicort
mildac
milevoni
millefolium
millepertuis
milnacipran
milrinone
miltex
mimpara
minalfene
minerva
minesse
minidiab
minidril
miniphase
minipress
minirin
minirinmelt
minisintrom
minocycline
minolis
minoxidil
minulet
miochole
miorel
miostat
miphabiloba
mircera
mirena
mirtazapine
mirvaso
misoone
missilor
mitosyl
mitoxantrone
mivacron
mixtard
mizocler
mizollen
mobic
moclamine
modafinil
modamide
modane
modecate
modigraf
modiodal
modixis
modopar
moducren
moduretic
moex
mogadon
molsidomine
mometasone
monazol
moneva
monicor
mono
mono-tildiem
monoalgic
monocrixo
monoflocet
monoketo
mononine
monoox
monoprost
monosept
monotramal
monovax
monover
monoxyde
monozeclar
montelukast
monuril
mopral
mopralpro
morphine
moscontin
mosil
motilium
moventig
movicol
moviprep
moxalole
moxifloxacine
